,A,P
5033,0.0579913,53.034
5034,0.064095,-48.396
5035,0.0873036,23.226
5036,0.0966496,-8.868
5037,0.061661,51.102
5038,0.0616763,-50.238
5039,0.0880361,21.45
5040,0.059479,-50.928
5041,0.0882802,23.088
5042,0.056946,53.172
5043,0.0922399,21.762
5044,0.0114594,-75.894
5045,0.0993276,-8.646
5046,0.00785071,-69.84
5047,0.0933766,19.92
5048,0.0594866,-52.206
5049,0.0952992,18.852
5050,0.0099259,-72.858
5051,0.0480883,60.0
5052,0.0921941,-13.212
5053,0.0671239,46.668
5054,0.0547488,-54.714
5055,0.0900502,19.404
5056,0.00704959,-73.86
5057,0.0970159,-11.322
5058,0.0451815,59.964
5059,0.0860066,28.458
5060,0.0698323,-43.782
5061,0.0302049,69.03
5062,0.0969167,-4.158
5063,0.0236055,-75.24
5064,0.0975575,-2.382
5065,0.0322039,67.74
5066,0.0926213,-17.244
5067,0.0775304,-37.944
5068,0.0796895,36.12
5069,0.0380175,-64.77
5070,0.0962148,5.772
5071,0.0140229,73.548
5072,0.0906301,-24.942
5073,0.0961614,6.324
5074,0.0823369,28.926
5075,0.00238039,19.752
5076,0.091454,-24.096
5077,0.0175706,73.194
5078,0.0927968,-25.266
5079,0.101258,5.718
5080,0.0161287,74.148
5081,0.0916295,18.876
5082,0.0533144,-56.058
5083,0.0907903,18.12
5084,0.00397494,-60.948
5085,0.0971303,-12.672
5086,0.0812612,-33.438
5087,0.0719991,40.782
5088,0.0796437,-34.26
5089,0.0873189,-25.47
5090,0.0982137,-5.61
5091,0.0178529,-73.248
5092,0.101937,-4.164
5093,0.0346682,66.57
5094,0.0802846,-34.398
5095,0.0781941,36.864
5096,0.0792851,-35.298
5097,0.0398715,64.398
5098,0.0775456,-36.126
5099,0.0157548,73.482
5100,0.0767064,-37.068
5101,0.0772634,36.936
5102,0.0395052,-63.498
5103,0.0972142,6.714
5104,0.0394137,-64.83
5105,0.0534441,-56.628
5106,0.092896,14.826
5107,0.0646672,47.934
5108,0.0518954,-56.196
5109,0.0676961,46.704
5110,0.090096,-16.62
5111,0.0487597,56.97
5112,0.0657735,-47.226
5113,0.0525134,55.632
5114,0.0923772,-15.99
5115,0.0918431,15.012
5116,0.00231935,-10.248
5117,0.096436,-15.894
5118,0.0497744,57.942
5119,0.094193,-13.74
5120,0.0544741,56.538
5121,0.0967031,-15.012
5122,0.00167847,20.664
5123,0.0952992,-15.816
5124,0.0470965,58.47
5125,0.0968709,-5.688
5126,0.0540621,56.568
5127,0.0652013,-47.064
5128,0.089623,-24.654
5129,0.0187455,72.852
5130,0.0772786,-36.57
5131,0.0784764,34.89
5132,0.0757451,-37.368
5133,0.0419848,62.676
5134,0.0654912,-49.632
5135,0.0946736,-18.768
5136,0.0626988,-50.268
5137,0.0920339,23.634
5138,0.0739903,-40.35
5139,0.0985341,-6.918
5140,0.0353854,64.416
5141,0.0777059,-37.062
5142,0.0817037,34.164
5143,0.0358126,-66.816
5144,0.0795217,36.0
5145,0.0875707,-28.35
5146,0.0986028,-8.292
5147,0.0570605,53.964
5148,0.0653844,-49.92
5149,0.0526888,54.036
5150,0.0991979,-7.446
5151,0.0531771,53.274
5152,0.0978246,-8.256
5153,0.031502,-67.95
5154,0.0653005,45.288
5155,0.0193559,72.588
5156,0.0919805,-26.346
5157,0.0219804,71.748
5158,0.0867162,-26.682
5159,0.0253907,-69.354
5160,0.0850835,31.23
5161,0.0302812,-68.988
5162,0.09829,0.768
5163,0.0219499,71.826
5164,0.0874028,-29.874
5165,0.0691915,44.49
5166,0.0952916,12.936
5167,0.0804677,-32.664
5168,0.0982213,0.72
5169,0.0272218,69.696
5170,0.0881429,-30.024
5171,0.0431368,60.09
5172,0.0314715,-69.888
5173,0.0976415,3.12
5174,0.0442812,-60.138
5175,0.0972676,2.25
5176,0.0285264,70.482
5177,0.0860219,-28.572
5178,0.0708852,42.732
5179,0.0478518,-57.798
5180,0.00404361,59.634
5181,0.0833516,-30.276
5182,0.0687795,43.734
5183,0.0426104,62.664
5184,0.0708852,42.702
5185,0.0494235,-58.35
5186,0.0696187,42.12
5187,0.0439456,-61.788
5188,0.0956807,11.712
5189,0.0714574,42.408
5190,0.0469134,-58.77
5191,0.00560001,69.108
5192,0.0960393,-17.568
5193,0.00867468,72.528
5194,0.0406878,62.274
5195,0.0740438,-38.388
5196,0.0804296,32.928
5197,0.0290452,-66.318
5198,0.0848088,31.542
5199,0.071732,-40.17
5200,0.0448534,59.736
5201,0.0979314,-12.426
5202,0.0845189,-33.066
5203,0.072823,41.364
5204,0.0399325,-61.866
5205,0.011612,-80.088
5206,0.0910115,-21.0
5207,0.0094071,73.71
5208,0.0973134,7.83
5209,0.0559771,-53.238
5210,0.0989614,6.738
5211,0.0371249,-63.666
5212,0.0758367,38.04
5213,0.0763173,-36.816
5214,0.0384524,65.31
5215,0.096848,-8.184
5216,0.0413744,64.146
5217,0.0983968,-9.318
5218,0.0401537,63.912
5219,0.0986867,-7.494
5220,0.0816884,-27.672
5221,0.0836644,32.184
5222,0.0949636,11.526
5223,0.0267488,70.416
5224,0.0818334,-29.76
5225,0.00599673,66.564
5226,0.0848165,-31.242
5227,0.0811315,32.484
5228,0.0287324,-71.346
5229,0.0828557,31.44
5230,0.0773473,39.714
5231,0.032181,68.694
5232,0.0944829,9.762
5233,0.0297853,68.886
5234,0.0824895,-32.004
5235,0.0256654,70.674
5236,0.0985723,-3.258
5237,0.0296708,69.222
5238,0.0808568,-33.87
5239,0.0723577,40.368
5240,0.0810399,-31.86
5241,0.0967565,-1.068
5242,0.0268556,69.954
5243,0.0837941,-31.608
5244,0.0435336,-62.712
5245,0.0752339,37.644
5246,0.0411456,-63.33
5247,0.0953374,10.122
5248,0.0127259,74.478
5249,0.0897374,-20.526
5250,0.0608141,50.304
5251,0.00665286,68.52
5252,0.0968709,9.192
5253,0.0413744,-62.046
5254,0.0955892,8.436
5255,0.0373385,-61.944
5256,0.0964971,7.428
5257,0.0101777,73.218
5258,0.0926213,20.298
5259,0.0128632,-77.094
5260,0.0969777,18.918
5261,0.0704122,-41.778
5262,0.0941396,-11.04
5263,0.0834813,-31.908
5264,0.0713582,42.288
5265,0.0443423,-62.034
5266,0.0967717,11.586
5267,0.00376131,56.112
5268,0.0982442,10.536
5269,0.0269929,70.992
5270,0.0788198,-30.048
5271,0.0268174,70.74
5272,0.0295717,-71.388
5273,0.0982366,1.86
5274,0.0278856,69.978
5275,0.0731053,-39.33
5276,0.0477068,-59.634
5277,0.0871816,-29.628
5278,0.0216142,71.76
5279,0.084023,-30.264
5280,0.0228349,71.202
5281,0.0317767,-71.214
5282,0.103714,1.776
5283,0.0303422,-67.608
5284,0.098969,1.35
5285,0.0420306,-61.752
5286,0.0974584,11.226
5287,0.0648808,45.24
5288,0.0312655,-69.636
5289,0.0976491,-7.47
5290,0.0422213,62.874
5291,0.0969396,-8.328
5292,0.00878149,-72.516
5293,0.0641484,-49.992
5294,0.0935216,21.336
5295,0.0598376,-50.262
5296,0.0558703,52.644
5297,0.0487139,-59.514
5298,0.0581896,51.57
5299,0.0967107,-9.318
5300,0.00648502,-67.578
5301,0.0867467,30.066
5302,0.00366975,-45.66
5303,0.0987935,-11.478
5304,0.0464709,59.73
5305,0.0918965,-0.534
5306,0.00624087,-66.282
5307,0.0392764,-63.696
5308,0.0776448,36.45
5309,0.0371859,-64.296
5310,0.100113,5.424
5311,0.0764852,38.958
5312,0.0936742,-22.254
5313,0.0365679,66.312
5314,0.0988545,6.426
5315,0.0371706,-64.368
5316,0.0784001,35.514
5317,0.0801396,-37.302
5318,0.0797276,34.542
5319,0.0370715,-67.08
5320,0.0715642,-35.742
5321,0.0341341,66.378
5322,0.0783238,-34.764
5323,0.0385287,64.89
5324,0.077126,-35.64
5325,0.020279,72.366
5326,0.0871129,-25.518
5327,0.0972676,7.956
5328,0.0162812,74.28
5329,0.0643163,47.532
5330,0.0916295,-13.524
5331,0.0941625,16.89
5332,0.00232698,-32.646
5333,0.0964894,-13.53
5334,0.0470355,59.952
5335,0.0965352,-14.52
5336,0.0031891,-49.152
5337,0.0852895,28.236
5338,0.0485156,58.47
5339,0.0734868,38.286
5340,0.0147629,-69.846
5341,0.0994725,-3.708
5342,0.035248,66.108
5343,0.0265886,-73.05
5344,0.0302812,68.04
5345,0.0967946,-5.304
5346,0.0168306,-72.462
5347,0.0184938,72.792
5348,0.0873952,-26.922
5349,0.0649343,47.22
5350,0.090363,-25.32
5351,0.0207216,72.204
5352,0.0890813,-26.196
5353,0.00193024,-10.92
5354,0.0977941,13.404
5355,0.0964208,-7.194
5356,0.0361865,65.364
5357,0.0955281,-8.052
5358,0.0345614,65.286
5359,0.0952611,-6.144
5360,0.0384448,63.924
5361,0.0962071,-7.206
5362,0.0365603,65.244
5363,0.0769506,-37.578
5364,0.0997167,-7.038
5365,0.0385668,65.55
5366,0.0956502,3.39
5367,0.0323031,-67.65
5368,0.0993962,4.764
5369,0.0311662,-68.628
5370,0.0810857,-36.984
5371,0.054024,-57.192
5372,0.099175,2.952
5373,0.0331194,-68.094
5374,0.0945897,-8.436
5375,0.0304109,-68.322
5376,0.0976033,3.984
5377,0.0781178,34.962
5378,0.0896764,-26.634
5379,0.00199892,-33.162
5380,0.100716,12.756
5381,0.00360872,65.94
5382,0.0956807,12.42
5383,0.00450137,62.526
5384,0.0936208,-18.414
5385,0.0500567,55.86
5386,0.0626607,-48.15
5387,0.0850301,25.98
5388,0.0788426,-35.982
5389,0.0785222,35.478
5390,0.0763326,-36.642
5391,0.0806432,34.422
5392,0.0897527,-23.94
5393,0.0638814,47.586
5394,0.012848,74.694
5395,0.0865026,-23.334
5396,0.0585253,50.514
5397,0.0961766,-13.542
5398,0.00337984,-44.124
5399,0.0979314,-11.856
5400,0.0492861,58.866
5401,0.0942082,-12.384
5402,0.00236513,-35.61
5403,0.0941701,15.918
5404,0.00500491,-65.55
5405,0.0870442,-25.494
5406,0.0678258,-46.164
5407,0.0894933,27.636
5408,0.076508,-35.964
5409,0.0882955,26.94
5410,0.0778279,-37.236
5411,0.0878835,26.166
5412,0.0220262,-73.512
5413,0.08989,25.068
5414,0.0670476,-47.202
5415,0.0923162,-16.122
5416,0.0562441,54.462
5417,0.0936437,-17.274
5418,0.00457004,58.236
5419,0.0908437,24.924
5420,0.0842366,33.54
5421,0.0565264,53.142
5422,0.0656743,-48.15
5423,0.0264589,-68.904
5424,0.0843434,31.902
5425,0.0306855,-68.106
5426,0.0968175,1.572
5427,0.0289918,-68.82
5428,0.0844121,30.27
5429,0.0122758,-77.646
5430,0.0962148,-8.436
5431,0.0459979,61.446
5432,0.0735784,-38.886
5433,0.0285951,69.594
5434,0.0753102,-40.242
5435,0.0902257,-19.914
5436,0.0957265,-0.198
5437,0.0419314,62.28
5438,0.0970693,-12.402
5439,0.0421298,61.65
5440,0.069344,-42.552
5441,0.0952992,-9.186
5442,0.0410235,61.686
5443,0.0808339,30.714
5444,0.00395969,-55.884
5445,0.0956273,-11.154
5446,0.0420229,61.998
5447,0.0716863,-41.226
5448,0.0851674,32.31
5449,0.0291597,-70.938
5450,0.0832372,31.728
5451,0.0664601,-42.48
5452,0.0885167,30.288
5453,0.0768285,-42.126
5454,0.0492175,58.314
5455,0.0725942,-42.522
5456,0.0835881,31.65
5457,0.0440829,61.662
5458,0.0736852,-42.552
5459,0.0487063,60.21
5460,0.0990071,-2.742
5461,0.0923467,-20.58
5462,0.0733495,39.774
5463,0.092072,-21.54
5464,0.00906378,72.408
5465,0.0950398,18.09
5466,0.0590975,-54.306
5467,0.0946431,19.824
5468,0.0699925,-44.214
5469,0.0470202,59.256
5470,0.0666356,-44.718
5471,0.0777287,36.762
5472,0.092278,16.05
5473,0.0647435,-44.568
5474,0.0540698,54.864
5475,0.00439456,57.246
5476,0.096108,-15.624
5477,0.0503771,58.014
5478,0.0988164,-5.652
5479,0.0513842,57.198
5480,0.0663915,-47.004
5481,0.0845799,27.426
5482,0.0633626,-44.196
5483,0.0858541,26.418
5484,0.0466464,59.148
5485,0.0699468,-44.712
5486,0.0873342,29.214
5487,0.0792165,-34.668
5488,0.0757146,39.174
5489,0.0250169,70.548
5490,0.0145646,73.68
5491,0.0893712,-22.596
5492,0.0116654,73.47
5493,0.0914235,-23.856
5494,0.0666661,47.388
5495,0.092133,18.894
5496,0.0623248,49.422
5497,0.0350192,-63.648
5498,0.0662465,48.12
5499,0.0177613,73.968
5500,0.0917897,18.186
5501,0.0720906,-43.224
5502,0.0858312,30.792
5503,0.022072,-69.462
5504,0.0874181,27.324
5505,0.00402835,-53.472
5506,0.0852742,29.196
5507,0.0259248,-70.518
5508,0.0862432,28.248
5509,0.0959477,-3.294
5510,0.0530703,55.884
5511,0.0965886,-15.93
5512,0.00193024,12.936
5513,0.0964665,13.08
5514,0.0671926,-48.798
5515,0.0857549,26.082
5516,0.0977254,-8.826
5517,0.0865407,25.122
5518,0.0639806,-47.088
5519,0.0867543,24.27
5520,0.0555041,54.168
5521,0.0911336,-17.304
5522,0.0526736,55.908
5523,0.0916524,-18.372
5524,0.0075455,69.852
5525,0.0582507,53.07
5526,0.00242616,62.658
5527,0.0902257,-17.238
5528,0.0105744,73.338
5529,0.0923009,-18.492
5530,0.0539401,53.106
5531,0.0926061,-19.524
5532,0.0770574,40.53
5533,0.0848927,-31.428
5534,0.0693898,43.092
5535,0.0788655,-31.596
5536,0.0848927,30.642
5537,0.0787969,-32.628
5538,0.085587,29.736
5539,0.0687795,-45.234
5540,0.0361483,-63.708
5541,0.0989766,-2.94
5542,0.0419543,-63.18
5543,0.0998769,-3.966
5544,0.0299531,68.322
5545,0.0242006,-71.982
5546,0.0728993,40.254
5547,0.0387576,-63.366
5548,0.0965581,9.48
5549,0.058655,-51.222
5550,0.0950627,19.446
5551,0.00833899,71.61
5552,0.0983357,18.198
5553,0.00918585,-74.814
5554,0.0952992,-8.988
5555,0.0419848,61.584
5556,0.100312,0.882
5557,0.0471957,-59.916
5558,0.0919499,11.55
5559,0.0458758,-60.792
5560,0.0935063,10.47
5561,0.00833899,69.654
5562,0.0969319,11.814
5563,0.00545505,69.198
5564,0.0518038,-59.022
5565,0.0969396,12.342
5566,0.00443271,61.164
5567,0.0548937,54.462
5568,0.0612032,-49.65
5569,0.0894475,24.132
5570,0.0179902,-78.504
5571,0.0864263,23.652
5572,0.014412,-76.884
5573,0.0983434,-7.194
5574,0.0893331,23.85
5575,0.0938802,-7.608
5576,0.0878911,25.662
5577,0.06234,-49.182
5578,0.0409396,63.888
5579,0.0634542,-50.556
5580,0.0876546,24.018
5581,0.0140381,-77.022
5582,0.0885243,23.058
5583,0.0102006,-73.14
5584,0.0910039,-7.116
5585,0.037163,64.866
5586,0.0791173,-38.514
5587,0.0823445,35.52
5588,0.0774846,-36.174
5589,0.0402224,63.186
5590,0.0255738,70.416
5591,0.088532,-28.854
5592,0.0982366,2.352
5593,0.0232011,72.552
5594,0.084168,-28.086
5595,0.00244905,39.048
5596,0.0944066,-18.21
5597,0.0932622,15.726
5598,0.0473711,-58.62
5599,0.0575106,54.33
5600,0.063149,-46.224
5601,0.0838704,27.612
5602,0.0213014,-74.796
5603,0.0780873,37.404
5604,0.0339282,67.008
5605,0.0832372,-34.02
5606,0.0362246,66.078
5607,0.0993352,-5.076
5608,0.0385745,65.082
5609,0.0982747,-5.904
5610,0.0368044,66.378
5611,0.0750356,-35.994
5612,0.0769734,37.56
5613,0.0156327,-71.682
5614,0.0766377,36.792
5615,0.0222474,-74.16
5616,0.0947881,-4.428
5617,0.0343325,67.008
5618,0.098824,5.4
5619,0.0533755,54.504
5620,0.0789571,-36.012
5621,0.0331728,66.372
5622,0.0806508,-34.176
5623,0.0178987,73.956
5624,0.086678,-24.0
5625,0.0619662,47.412
5626,0.0872121,29.1
5627,0.069489,-45.984
5628,0.0893102,28.014
5629,0.0664449,-46.53
5630,0.086884,27.468
5631,0.0641179,47.04
5632,0.0871892,-25.14
5633,0.0956807,5.814
5634,0.0395052,64.674
5635,0.0775533,-35.742
5636,0.0751042,38.28
5637,0.0754704,-36.486
5638,0.0395434,65.202
5639,0.0980229,-8.148
5640,0.0353777,65.58
5641,0.0996099,-6.474
5642,0.015999,-78.852
5643,0.0952764,-9.75
5644,0.0104066,-72.876
5645,0.0644612,-48.57
5646,0.0924001,22.572
5647,0.0722585,-38.154
5648,0.0975499,-5.154
5649,0.0378344,64.734
5650,0.100014,4.878
5651,0.0803685,35.736
5652,0.0804372,-36.69
5653,0.0809407,34.866
5654,0.0355914,-65.682
5655,0.0991979,4.206
5656,0.0542376,-56.784
5657,0.0952306,6.432
5658,0.017769,73.032
5659,0.0909963,-24.39
5660,0.0160371,73.632
5661,0.0940099,4.752
5662,0.0204087,72.24
5663,0.0979848,14.268
5664,0.030533,67.854
5665,0.0897298,-27.306
5666,0.0641179,47.28
5667,0.0872808,-27.99
5668,0.0465624,-58.878
5669,0.0886998,25.326
5670,0.020775,-72.774
5671,0.0667882,-45.192
5672,0.0866704,-25.734
5673,0.0637364,48.018
5674,0.0875478,-26.874
5675,0.0904088,25.086
5676,0.0519106,55.746
5677,0.100068,-5.262
5678,0.0340121,-64.17
5679,0.0831227,34.278
5680,0.0176011,-73.818
5681,0.0980611,-6.924
5682,0.0313952,-65.88
5683,0.0789876,35.58
5684,0.0353625,65.724
5685,0.0800481,-35.856
5686,0.0783772,35.718
5687,0.0736775,-39.102
5688,0.0781789,34.938
5689,0.0335619,66.66
5690,0.0712819,44.538
5691,0.0351183,-66.402
5692,0.0971227,6.372
5693,0.0918355,-17.22
5694,0.00354005,57.354
5695,0.0930791,14.442
5696,0.00569156,67.188
5697,0.0960088,13.218
5698,0.0719457,43.65
5699,0.0963063,12.3
5700,0.0265352,69.966
5701,0.0873113,-29.484
5702,0.00498965,66.306
5703,0.0840917,-30.096
5704,0.00813299,71.52
5705,0.0587847,52.386
5706,0.0466845,-62.982
5707,0.0989308,11.052
5708,0.046387,-60.372
5709,0.0983205,10.242
5710,0.00595096,70.02
5711,0.0994496,9.216
5712,0.0967565,-11.562
5713,0.0267946,-70.062
5714,0.0947118,19.824
5715,0.015358,73.02
5716,0.0949559,8.232
5717,0.0515444,-54.942
5718,0.064446,47.418
5719,0.0877767,-24.636
5720,0.0645909,46.65
5721,0.0359118,65.778
5722,0.0999455,4.95
5723,0.0874639,-26.64
5724,0.09372,4.734
5725,0.0218583,71.88
5726,0.0902638,-26.394
5727,0.0654149,47.754
5728,0.0874257,-27.054
5729,0.0183946,72.954
5730,0.0945973,15.444
5731,0.0950856,-16.524
5732,0.0678792,43.92
5733,0.0918965,-17.106
5734,0.050812,56.652
5735,0.0666509,-48.174
5736,0.085053,26.508
5737,0.0627904,-48.588
5738,0.0861516,25.53
5739,0.0616686,-49.554
5740,0.0550921,53.94
5741,0.00307466,47.808
5742,0.0928884,-17.094
5743,0.0613482,-48.372
5744,0.0899434,22.542
5745,0.0614703,-49.572
5746,0.0565417,53.61
5747,0.0612185,-50.64
5748,0.0923085,-20.016
5749,0.0205003,-76.464
5750,0.0993276,-7.164
5751,0.0929494,23.508
5752,0.0977788,-7.962
5753,0.0824285,-28.368
5754,0.0214616,72.654
5755,0.0304719,-68.532
5756,0.0980763,3.834
5757,0.0955892,-16.968
5758,0.0564425,54.156
5759,0.0642552,-50.424
5760,0.0971761,2.094
5761,0.0250169,-70.254
5762,0.084641,30.738
5763,0.0264665,-68.022
5764,0.0741811,-40.434
5765,0.0781255,34.026
5766,0.0311891,-69.27
5767,0.0933919,-21.648
5768,0.0722508,-39.096
5769,0.085114,31.56
5770,0.0318911,-68.178
5771,0.100533,1.296
5772,0.0459979,-58.98
5773,0.0980153,3.372
5774,0.0311662,-70.782
5775,0.0813603,31.974
5776,0.0655828,-42.258
5777,0.0502856,59.274
5778,0.0728154,-41.424
5779,0.0453951,59.604
5780,0.0684896,-41.778
5781,0.096436,-11.628
5782,0.0447924,61.236
5783,0.0830388,30.888
5784,0.0285188,-72.72
5785,0.0135346,74.232
5786,0.092896,-20.586
5787,0.015915,74.13
5788,0.0880895,-20.958
5789,0.0110322,-74.946
5790,0.0945973,18.15
5791,0.0599978,49.284
5792,0.092072,17.562
5793,0.053467,-54.264
5794,0.0754781,37.824
5795,0.0963368,14.334
5796,0.0650334,47.772
5797,0.0972676,-16.626
5798,0.0638433,47.232
5799,0.0524981,-57.69
5800,0.0506747,56.544
5801,0.0961156,-15.564
5802,0.0180589,-70.488
5803,0.0988622,-5.202
5804,0.0188524,-73.362
5805,0.087235,-28.194
5806,0.00670627,66.75
5807,0.0920491,-18.042
5808,0.0539706,55.272
5809,0.0951161,-16.494
5810,0.0188066,-73.32
5811,0.0943685,-5.664
5812,0.0205461,-76.59
5813,0.0908589,22.344
5814,0.0515978,55.662
5815,0.0984426,-8.064
5816,0.0522311,54.906
5817,0.0585482,-48.252
5818,0.089623,24.69
5819,0.0161439,-70.89
5820,0.100609,-6.27
5821,0.0179292,-74.826
5822,0.0967793,-6.798
5823,0.0867162,26.778
5824,0.0813603,-34.548
5825,0.0337985,-67.602
5826,0.0775304,-38.208
5827,0.0506823,-55.32
5828,0.0905385,15.612
5829,0.0964055,-16.98
5830,0.0958104,14.136
5831,0.0493243,-57.432
5832,0.0692143,45.384
5833,0.0887303,24.828
5834,0.014412,-73.092
5835,0.100411,-5.79
5836,0.0879674,25.452
5837,0.0691915,-47.388
5838,0.0574648,53.142
5839,0.083756,32.976
5840,0.0781407,-39.48
5841,0.0825276,34.692
5842,0.0602725,51.708
5843,0.07795,-39.282
5844,0.0876927,24.6
5845,0.0744557,-36.618
5846,0.0817494,34.062
5847,0.0978246,2.544
5848,0.0912175,22.494
5849,0.0650105,-50.106
5850,0.0936589,21.336
5851,0.0746541,-39.912
5852,0.0595629,50.028
5853,0.080338,32.532
5854,0.00179292,3.828
5855,0.0915761,17.586
5856,0.0715337,-43.956
5857,0.0865254,30.114
5858,0.00491336,-61.596
5859,0.0907292,-25.398
5860,0.0043259,-61.896
5861,0.0950933,-12.012
5862,0.048157,58.842
5863,0.0685201,-42.198
5864,0.0821004,31.524
5865,0.0229417,-68.22
5866,0.0724568,41.628
5867,0.0231401,-70.2
5868,0.0997624,-0.006
5869,0.0251085,71.55
5870,0.059334,52.566
5871,0.0909276,-21.714
5872,0.0549624,52.59
5873,0.0273057,70.356
5874,0.0959401,11.034
5875,0.0425646,-59.886
5876,0.0809102,-30.09
5877,0.00868994,70.134
5878,0.0967717,-20.874
5879,0.0612948,-52.152
5880,0.0904317,22.206
5881,0.0586779,52.542
5882,0.0650563,-49.332
5883,0.00811774,-73.2
5884,0.0964894,-9.456
5885,0.0107041,-73.584
5886,0.0962224,18.966
5887,0.0100327,-75.108
5888,0.0956731,18.15
5889,0.0575106,52.008
5890,0.0558245,-52.098
5891,0.061661,50.634
5892,0.0282594,68.934
5893,0.0828862,-34.002
5894,0.0971532,-11.52
5895,0.0630574,49.008
5896,0.090569,-23.22
5897,0.0554965,-54.564
5898,0.0944905,5.67
5899,0.019272,72.66
5900,0.0961003,4.596
5901,0.0330508,-66.006
5902,0.0802999,35.724
5903,0.0392001,65.088
5904,0.079102,35.094
5905,0.0741735,-39.972
5906,0.081017,34.044
5907,0.0408785,63.69
5908,0.0775914,-37.164
5909,0.0403979,64.812
5910,0.0682225,43.23
5911,0.0907063,22.506
5912,0.055733,55.224
5913,0.0936894,-19.17
5914,0.057297,54.324
5915,0.0431902,-58.698
5916,0.0556872,53.928
5917,0.0955281,-18.462
5918,0.0936971,12.984
5919,0.00205232,37.614
5920,0.0938573,-18.072
5921,0.00295259,56.706
5922,0.0571978,53.634
5923,0.0430377,-60.042
5924,0.0991902,12.306
5925,0.0413592,-60.786
5926,0.0722508,41.076
5927,0.0443652,-63.036
5928,0.0738378,40.068
5929,0.0412753,-63.414
5930,0.0747533,39.168
5931,0.0449603,-62.004
5932,0.0951619,11.826
5933,0.02977,68.994
5934,0.0834508,-32.724
5935,0.0593722,-50.238
5936,0.0860982,28.374
5937,0.0681386,-46.878
5938,0.0841069,27.816
5939,0.080277,-34.026
5940,0.0866399,26.658
5941,0.0198747,-70.998
5942,0.100853,-4.494
5943,0.0498049,58.416
5944,0.0881047,24.786
5945,0.0507281,57.588
5946,0.0678105,-46.722
5947,0.0390399,-62.88
5948,0.0676045,-44.484
5949,0.0537417,55.776
5950,0.0664601,-45.408
5951,0.0570986,54.576
5952,0.0964589,-17.232
5953,0.0548937,56.238
5954,0.0647817,-47.364
5955,0.0864797,26.682
5956,0.0487673,57.18
5957,0.0935597,-14.802
5958,0.0169832,-74.358
5959,0.092896,14.202
5960,0.0958562,-6.888
5961,0.097939,12.738
5962,0.00239564,41.622
5963,0.0974507,11.892
5964,0.00430301,62.718
5965,0.089951,-18.3
5966,0.0691686,44.538
5967,0.0916829,-16.59
5968,0.00530246,70.176
5969,0.0984654,11.754
5970,0.0742497,42.324
5971,0.048157,-58.626
5972,0.094666,12.318
5973,0.0471117,-59.598
5974,0.0771947,40.416
5975,0.08812,-17.166
5976,0.0943913,13.188
5977,0.00585178,66.852
5978,0.0950093,12.24
5979,0.00229646,36.408
5980,0.0953603,11.304
5981,0.0228807,72.192
5982,0.0856709,-30.522
5983,0.0240785,71.658
5984,0.0781636,38.694
5985,0.0832295,-33.492
5986,0.10093,-2.736
5987,0.0288545,69.666
5988,0.0853963,-30.546
5989,0.0830846,30.414
5990,0.0990758,-1.644
5991,0.0890126,28.872
5992,0.026352,-70.656
5993,0.0845952,31.002
5994,0.100602,-3.708
5995,0.0498507,58.398
5996,0.090363,24.834
5997,0.0204545,-73.098
5998,0.0984654,-2.574
5999,0.0370181,66.582
6000,0.00421146,-68.184
6001,0.0996022,-13.68
6002,0.021248,-70.584
6003,0.0958562,-14.22
6004,0.0958638,-16.77
6005,0.0707097,43.83
6006,0.0901189,-17.04
6007,0.0653844,46.044
6008,0.0475771,-58.068
6009,0.016533,-75.384
6010,0.00166322,4.134
6011,0.0852132,-25.992
6012,0.00435641,-70.236
6013,0.0944295,-16.068
6014,0.0194093,-74.748
6015,0.0495303,-56.52
6016,0.0923009,16.866
6017,0.00189973,15.396
6018,0.0952535,-14.082
6019,0.00337984,-55.59
6020,0.0531161,55.212
6021,0.00530246,65.046
6022,0.091866,-15.63
6023,0.0212251,-74.442
6024,0.0936894,-16.842
6025,0.0657125,46.494
6026,0.0470889,-57.036
6027,0.023079,71.484
6028,0.0950246,13.848
6029,0.0590975,-49.776
6030,0.0885549,-27.978
6031,0.0716405,43.368
6032,0.048691,-57.558
6033,0.0926442,13.41
6034,0.0476382,-58.536
6035,0.0872121,-28.656
6036,0.0683904,45.324
6037,0.0886998,-26.862
6038,0.0223008,72.324
6039,0.0728536,42.426
6040,0.027939,-66.624
6041,0.0746388,41.424
6042,0.0712361,-41.49
6043,0.0483172,58.818
6044,0.070847,-42.546
6045,0.0847173,31.266
6046,0.023163,-68.28
6047,0.0848546,30.426
6048,0.0456316,60.348
6049,0.0737538,-40.176
6050,0.0455554,59.766
6051,0.0986562,-0.708
6052,0.0482714,58.668
6053,0.0913091,-12.318
6054,0.039902,61.506
6055,0.0963445,-13.89
6056,0.0346758,-66.012
6057,0.0804448,33.75
6058,0.081696,-27.252
6059,0.00395969,52.782
6060,0.0962529,-15.072
6061,0.0654225,45.48
6062,0.0481112,-58.26
6063,0.096024,14.934
6064,0.0941167,-16.788
6065,0.00781256,69.57
6066,0.0530322,-58.344
6067,0.0864415,-27.366
6068,0.0682073,46.326
6069,0.0927663,-17.436
6070,0.0917668,16.386
6071,0.0207597,73.17
6072,0.0966725,14.958
6073,0.0539706,-57.312
6074,0.0762334,-36.936
6075,0.0228273,72.372
6076,0.0961843,13.236
6077,0.0019684,6.594
